moviewidwrelease_datewproduction_budgetwdomestic_grossw"worldwide_gross"
Donnie Brascow68wFeb 28, 1997w35000000.0w41954997.0w65303052
Max Paynew69wOct 17, 2008w35000000.0w40689393.0w87775050
Resident Evilw70wMar 15, 2002w35000000.0w40119709.0w103787401
The Ladykillersw71wMar 26, 2004w35000000.0w39692139.0w77392139
"Something Borrowed"w72wMay 6, 2011w35000000.0w39046489.0w65084116
The Nativity Storyw73wDec 1, 2006w35000000.0w37629831.0w46309644
In Timew74wOct 28, 2011w35000000.0w37553932.0w165103952
The Back-up Planw75wApr 23, 2010w35000000.0w37490007.0w75281179
J. Edgarw76wNov 9, 2011w35000000.0w37306030.0w84606030
Bouncew77wNov 17, 2000w35000000.0w36805288.0w53425292
Mile 22w78wAug 17, 2018w35000000.0w36108758.0w66295121
Hot Pursuitw79wMay 8, 2015w35000000.0w34580201.0w45671512
Concussionw80wDec 25, 2015w35000000.0w34531832.0w50363790
The Foreignerw81wOct 13, 2017w35000000.0w34393507.0w140783360
Closerw82wDec 3, 2004w35000000.0w33987757.0w116177695
Street Fighterw83wDec 23, 1994w35000000.0w33423000.0w99423000
Black Knightw84wNov 21, 2001w35000000.0w33422806.0w33422806
"The Bad News Bears"w85wJul 22, 2005w35000000.0w32868349.0w33500620
The Pianistw86wDec 27, 2002w35000000.0w32519322.0w111854182
House of Waxw87wMay 6, 2005w35000000.0w32064800.0w70064800
From Hellw88wOct 19, 2001w35000000.0w31598308.0w68712365
Adriftw89wJun 1, 2018w35000000.0w31445011.0w57897191
Mirrorsw90wAug 15, 2008w35000000.0w30691439.0w77220596
"Underworld: Blood Wars"w91wJan 6, 2017w35000000.0w30353973.0w81209222
Queen of the Damnedw92wFeb 22, 2002w35000000.0w30307804.0w30307804
Nanny McPhee and the Big Bangw93wAug 20, 2010w35000000.0w29197642.0w97799865
Untraceablew94wJan 25, 2008w35000000.0w28687835.0w52649951
Predator 2w95wNov 21, 1990w35000000.0w28317513.0w54768418
Abductionw96wSep 23, 2011w35000000.0w28087155.0w86648359
Flash Gordonw97wDec 5, 1980w35000000.0w27107960.0w27107960
Superhero Moview98wMar 28, 2008w35000000.0w26638520.0w73026302
Blast from the Pastw99wFeb 12, 1999w35000000.0w26613620.0w26613620
Alex Crossw100wOct 19, 2012w35000000.0w25888412.0w35426759
Jersey Girlw1wMar 26, 2004w35000000.0w25266129.0w37066129
Midnight in the Garden of Good and Evilw2wNov 21, 1997w35000000.0w25078937.0w25078937
Bridget Jonesâs Babyw3wSep 16, 2016w35000000.0w24139805.0w205822688
Heistw4wNov 9, 2001w35000000.0w23483357.0w28906817
Hoffaw5wDec 25, 1992w35000000.0w23365858.0w28391473
Whiskey Tango Foxtrotw6wMar 4, 2016w35000000.0w23083334.0w25350747
Ella Enchantedw7wApr 9, 2004w35000000.0w22913677.0w22913677
Hitman: Agent 47w8wAug 21, 2015w35000000.0w22467450.0w82182803
The X-Files: I Want to Believew9wJul 25, 2008w35000000.0w20982478.0w68170792
Premium Rushw10wAug 24, 2012w35000000.0w20275446.0w31393201
Broken Cityw11wJan 18, 2013w35000000.0w19701164.0w34480045
Valiantw12wAug 19, 2005w35000000.0w19478106.0w64188387
Wonder Boysw13wFeb 23, 2000w35000000.0w19389454.0w33422485
Cursedw14wFeb 25, 2005w35000000.0w19294901.0w25114901
"Walk Hard: The Dewey Cox Story"w15wDec 21, 2007w35000000.0w18317151.0w20606053
The Four Feathersw16wSep 20, 2002w35000000.0w18306166.0w29882645
Furry Vengeancew17wApr 30, 2010w35000000.0w17630465.0w39340177
Parkerw18wJan 25, 2013w35000000.0w17616641.0w48543388
Wimbledonw19wSep 17, 2004w35000000.0w16862585.0w41666476
Baitw20wSep 15, 2000w35000000.0w15325127.0w15471969
Dungeons and Dragonsw21wDec 8, 2000w35000000.0w15185241.0w33771965
Lions for Lambsw22wNov 9, 2007w35000000.0w14998070.0w63211088
Flight of the Intruderw23wJan 18, 1991w35000000.0w14471440.0w14471440
The Tree of Lifew24wMay 27, 2011w35000000.0w13305665.0w61721826
"American Outlaws"w25wAug 17, 2001w35000000.0w13264986.0w13601109
Zoomw26wAug 11, 2006w35000000.0w11989328.0w12506188
"The Shipping News"w27wDec 25, 2001w35000000.0w11405825.0w24405825
The Young Victoriaw28wDec 18, 2009w35000000.0w11001272.0w31878891
Sabotagew29wMar 28, 2014w35000000.0w10508518.0w18376443
Knock Offw30wSep 4, 1998w35000000.0w10319915.0w10319915
Whiteoutw31wSep 11, 2009w35000000.0w10275638.0w12254746
Unfinished Businessw32wMar 6, 2015w35000000.0w10219501.0w13214051
The Walkw33wSep 30, 2015w35000000.0w10161183.0w61492104
The Fountainw34wNov 22, 2006w35000000.0w10144010.0w15461638
Mandela: Long Walk to Freedomw35wNov 29, 2013w35000000.0w8323085.0w29890402
Punisher: War Zonew36wDec 5, 2008w35000000.0w8050977.0w10157534
The Orderw37wSep 5, 2003w35000000.0w7659747.0w11559747
A Good Yearw38wNov 10, 2006w35000000.0w7459300.0w42064105
The Brothers Grimsbyw39wMar 11, 2016w35000000.0w6864016.0w28720470
"The Snowman"w40wOct 20, 2017w35000000.0w6670765.0w43226146
Femme Fatalew41wNov 6, 2002w35000000.0w6630252.0w16830252
Warriors of Virtuew42wMay 2, 1997w35000000.0w6448817.0w6448817
Lutherw43wSep 26, 2003w35000000.0w5781086.0w32717063
Biutifulw44wJan 28, 2011w35000000.0w5101237.0w24687524
Radio Flyerw45wFeb 21, 1992w35000000.0w4651977.0w4651977
Bound by Honorw46wApr 16, 1993w35000000.0w4496583.0w4496583
A Hologram for the Kingw47wApr 22, 2016w35000000.0w4212494.0w11846010
"Smilla's Sense of Snow"w48wFeb 28, 1997w35000000.0w2221994.0w2221994
Playing for Keepsw49wOct 3, 1986w35000000.0w2000000.0w2000000
Lion of the Desertw50wJan 1, 1980w35000000.0w1500000.0w1500000
Le hussard sur le toitw51wApr 19, 1996w35000000.0w1320043.0w1320043
Ride With the Devilw52wNov 24, 1999w35000000.0w630779.0w630779
Stolenw53wSep 14, 2012w35000000.0w289773.0w17967746
Trespassw54wOct 14, 2011w35000000.0w16816.0w786532
Bandidasw55wSep 22, 2006w35000000.0w0.0w19282590
The Loversw56wMar 13, 2015w35000000.0w0.0w53899
Black Water Transitw57wDec 31, 2008w35000000.0w0.0w0
The Darkest Hourw58wDec 25, 2011w34800000.0w21443494.0w62831715
Baby Driverw59wJun 28, 2017w34000000.0w107825862.0w228104185
The Maze Runnerw60wSep 19, 2014w34000000.0w102427862.0w348319861
The Longest Ridew61wApr 10, 2015w34000000.0w37446117.0w63802928
The Age of Innocencew62wSep 17, 1993w34000000.0w32014993.0w32014993
Gake no ue no Ponyow63wAug 14, 2009w34000000.0w15090399.0w205312666
The Darkest Mindsw64wAug 3, 2018w34000000.0w12695691.0w38361428
Chill Factorw65wSep 1, 1999w34000000.0w11263966.0w11263966
The Astronaut's Wifew66wAug 27, 1999w34000000.0w10672566.0w10672566
I Dreamed of Africaw67wMay 5, 2000w34000000.0w6543194.0w14291999
Thunder and the House of Magicw68wSep 5, 2014w34000000.0w4091.0w62582520
Redsw69wDec 4, 1981w33500000.0w50000000.0w50000000
"A Few Good Men"w70wDec 11, 1992w33000000.0w141340178.0w236500000
Big Momma's Housew71wJun 2, 2000w33000000.0w117559438.0w173559438
Exit Woundsw72wMar 16, 2001w33000000.0w51758599.0w79958599
Mike and Dave Need Wedding Datesw73wJul 8, 2016w33000000.0w46009673.0w75898100
Step Up Revolutionw74wJul 27, 2012w33000000.0w35074677.0w165552290
Snakes on a Planew75wAug 18, 2006w33000000.0w34020814.0w62020814
The Punisherw76wApr 16, 2004w33000000.0w33664370.0w54533774
The Watcherw77wSep 8, 2000w33000000.0w28946615.0w47267829
Safew78wApr 27, 2012w33000000.0w17142080.0w41495213
Doomsdayw79wMar 14, 2008w33000000.0w11008770.0w21621188
Pushing Tinw80wApr 23, 1999w33000000.0w8408835.0w8408835
Goal! The Dream Beginsw81wMay 12, 2006w33000000.0w4283255.0w27610873
The Young and Prodigious T.S. Spivetw82wJul 31, 2015w33000000.0w176847.0w357687
Freaks of Naturew83wOct 30, 2015w33000000.0w70958.0w70958
Star Wars Ep. VI: Return of the Jediw84wMay 25, 1983w32500000.0w309205079.0w572705079
Bridesmaidsw85wMay 13, 2011w32500000.0w169211718.0w289632023
The Readerw86wDec 10, 2008w32500000.0w34194407.0w112964875
The Big Weddingw87wApr 26, 2013w32500000.0w21819348.0w48425971
Wanderlustw88wFeb 24, 2012w32500000.0w17288155.0w24159934
Elfw89wNov 7, 2003w32000000.0w173840591.0w220678483
Phenomenonw90wJul 5, 1996w32000000.0w104636382.0w152036382
This is the Endw91wJun 12, 2013w32000000.0w101470202.0w126539117
"Snow Dogs"w92wJan 18, 2002w32000000.0w81150692.0w116898028
Nacho Librew93wJun 16, 2006w32000000.0w80197993.0w99296462
Scroogedw94wNov 23, 1988w32000000.0w59450353.0w59450353
Takersw95wAug 27, 2010w32000000.0w57744720.0w70587268
Source Codew96wApr 1, 2011w32000000.0w54712227.0w140428499
Stigmataw97wSep 10, 1999w32000000.0w50041732.0w89441732
Men of Honorw98wNov 10, 2000w32000000.0w48814909.0w82339483
I Feel Prettyw99wApr 20, 2018w32000000.0w48795601.0w91553797
The Transporter 2w100wSep 2, 2005w32000000.0w43095856.0w88978458
Big Mommas: Like Father, Like Sonw1wFeb 18, 2011w32000000.0w37915414.0w82332450
Alivew2wJan 15, 1993w32000000.0w36299670.0w36299670
The Number 23w3wFeb 23, 2007w32000000.0w35193167.0w77593167
1941w4wDec 14, 1979w32000000.0w34175000.0w94875000
Dreamer: Inspired by a True Storyw5wOct 21, 2005w32000000.0w33022286.0w39498360
A History of Violencew6wSep 23, 2005w32000000.0w31493782.0w61477797
The Incredible Burt Wonderstonew7wMar 15, 2013w32000000.0w22537881.0w27392609
The Quick and the Deadw8wFeb 10, 1995w32000000.0w18552460.0w18552460
"Laws of Attraction"w9wApr 30, 2004w32000000.0w17848322.0w29948322
Bad Times at the El Royalew10wOct 12, 2018w32000000.0w17839115.0w29204379
Going the Distancew11wSep 3, 2010w32000000.0w17804299.0w43603990
Bringing Out The Deadw12wOct 22, 1999w32000000.0w16640210.0w16640210
Repo Menw13wMar 19, 2010w32000000.0w13942007.0w18195238
Dragon Wars: D-Warw14wSep 14, 2007w32000000.0w10977721.0w79915361
Bogusw15wSep 6, 1996w32000000.0w4357406.0w4357406
Cats Don't Dancew16wMar 26, 1997w32000000.0w3588602.0w3588602
Cradle Will Rockw17wDec 8, 1999w32000000.0w2899970.0w2899970
The Good Germanw18wDec 15, 2006w32000000.0w1308696.0w6678033
George and the Dragonw19wDec 31, 2004w32000000.0w0.0w0
"Apocalypse Now"w20wAug 15, 1979w31500000.0w78800000.0w81250485
Criminalw21wApr 15, 2016w31500000.0w14708696.0w38771262
42w22wApr 12, 2013w31000000.0w95020213.0w97470701
Flightw23wNov 2, 2012w31000000.0w93772375.0w160558438
Mr. Hollandâs Opusw24wDec 29, 1995w31000000.0w82582604.0w106282604
Out of Africaw25wDec 18, 1985w31000000.0w79096868.0w258210860
Moonrakerw26wJun 29, 1979w31000000.0w70300000.0w210300000
The Grand Budapest Hotelw27wMar 7, 2014w31000000.0w59076019.0w163981261
Vacationw28wJul 29, 2015w31000000.0w58884188.0w102306500
Arachnophobiaw29wJul 18, 1990w31000000.0w53208180.0w53208180
Isnât it Romanticw30wFeb 13, 2019w31000000.0w48791187.0w48791187
Frequencyw31wApr 28, 2000w31000000.0w44983704.0w68079671
Hearts in Atlantisw32wSep 28, 2001w31000000.0w24185781.0w30885781
Extraordinary Measuresw33wJan 22, 2010w31000000.0w12482741.0w15826984
Birth of the Dragonw34wAug 25, 2017w31000000.0w6901965.0w7220490
Get Shortyw35wOct 20, 1995w30250000.0w72021008.0w115021008
Ghostbustersw36wJun 8, 1984w30000000.0w242212467.0w295212467
Toy Storyw37wNov 22, 1995w30000000.0w191796233.0w364545516
Crazy Rich Asiansw38wAug 15, 2018w30000000.0w174532921.0w238099711
Chicagow39wDec 27, 2002w30000000.0w170687518.0w306770545
Big Daddyw40wJun 25, 1999w30000000.0w163479795.0w228641283
American Pie 2w41wAug 10, 2001w30000000.0w145096820.0w286500000
"The Vow"w42wFeb 10, 2012w30000000.0w125014030.0w197618160
Speedw43wJun 10, 1994w30000000.0w121248145.0w283200000
The Hunt for Red Octoberw44wMar 2, 1990w30000000.0w120709866.0w200500000
Lee Daniels' The Butlerw45wAug 16, 2013w30000000.0w116632095.0w177025498
Remember the Titansw46wSep 29, 2000w30000000.0w115654751.0w136706683
District 9w47wAug 14, 2009w30000000.0w115646235.0w212453431
Dodgeball: A True Underdog Storyw48wJun 18, 2004w30000000.0w114326736.0w167791704
The Addams Familyw49wNov 22, 1991w30000000.0w113502246.0w191502246
Ace Ventura: When Nature Callsw50wNov 10, 1995w30000000.0w108360063.0w212400000
The Princess Diariesw51wAug 3, 2001w30000000.0w108244774.0w165334774
Analyze Thisw52wMar 5, 1999w30000000.0w106885658.0w176885658
The First Wives Clubw53wSep 20, 1996w30000000.0w105489203.0w181489203
Million Dollar Babyw54wDec 15, 2004w30000000.0w100492203.0w231928227
Se7enw55wSep 22, 1995w30000000.0w100125643.0w328125643
Mystic Riverw56wOct 8, 2003w30000000.0w90135191.0w156822020
Sistersw57wDec 18, 2015w30000000.0w87044645.0w106030660
Pokemon: The First Moview58wNov 10, 1999w30000000.0w85744662.0w163644662
SpongeBob SquarePants: The Moview59wNov 19, 2004w30000000.0w85416609.0w142051255
Up in the Airw60wDec 4, 2009w30000000.0w83823381.0w166842739
The Notebookw61wJun 25, 2004w30000000.0w81001787.0w116025023
Hannah Montana the Moview62wApr 10, 2009w30000000.0w79576189.0w169173206
27 Dressesw63wJan 18, 2008w30000000.0w76808654.0w160247805
Rugrats in Parisw64wNov 17, 2000w30000000.0w76501438.0w103284813
The Hitmanâs Bodyguardw65wAug 18, 2017w30000000.0w75468583.0w172778667
The Prince of Tidesw66wDec 25, 1991w30000000.0w74787599.0w74787599
Four Brothersw67wAug 12, 2005w30000000.0w74494381.0w92494381
Legends of the Fallw68wDec 23, 1994w30000000.0w66502573.0w160502573
Looperw69wSep 28, 2012w30000000.0w66486205.0w170466405
Warm Bodiesw70wFeb 1, 2013w30000000.0w66380662.0w115121608
About Schmidtw71wDec 13, 2002w30000000.0w65005217.0w107054484
The Nut Jobw72wJan 17, 2014w30000000.0w64251538.0w122529966
"Down to Earth"w73wFeb 16, 2001w30000000.0w64172251.0w71172251
Babew74wAug 4, 1995w30000000.0w63658910.0w246100000
Hope Springsw75wAug 8, 2012w30000000.0w63536011.0w133085295
Forgetting Sarah Marshallw76wApr 18, 2008w30000000.0w63172463.0w105173042
Friday Night Lightsw77wOct 8, 2004w30000000.0w61255921.0w61950770
Harlem Nightsw78wNov 17, 1989w30000000.0w60857262.0w95857262
Baby Mamaw79wApr 25, 2008w30000000.0w60494212.0w64170447
Hope Floatsw80wMay 29, 1998w30000000.0w60110313.0w81529000
Bride Warsw81wJan 9, 2009w30000000.0w58715510.0w115150424
Without a Paddlew82wAug 20, 2004w30000000.0w58156435.0w65121280
Midnight in Parisw83wMay 20, 2011w30000000.0w56816662.0w162502774
Darkest Hourw84wNov 22, 2017w30000000.0w56443120.0w150807172
Wallace & Gromit: The Curse of the Were-Rabbitw85wOct 5, 2005w30000000.0w56068547.0w197593152
P.S. I Love Youw86wDec 21, 2007w30000000.0w53695808.0w155769678
Corpse Bridew87wSep 23, 2005w30000000.0w53359111.0w114770654
Life of the Partyw88wMay 11, 2018w30000000.0w53059911.0w65759911
Letters to Julietw89wMay 14, 2010w30000000.0w53032453.0w82148538
"Blow"w90wApr 6, 2001w30000000.0w52990775.0w83282296
Message in a Bottlew91wFeb 12, 1999w30000000.0w52880016.0w52880016
"Southpaw"w92wJul 24, 2015w30000000.0w52421953.0w94156456
Star Trek V: The Final Frontierw93wJun 9, 1989w30000000.0w52210049.0w70200000
Atomic Blondew94wJul 28, 2017w30000000.0w51573925.0w98345423
Like Mikew95wJul 3, 2002w30000000.0w51432423.0w62432423
Naked Gun 33 1/3: The Final Insultw96wMar 18, 1994w30000000.0w51041856.0w51041856
Atonementw97wDec 7, 2007w30000000.0w50980159.0w129779728
"A View to a Kill"w98wMay 24, 1985w30000000.0w50327960.0w152627960
Racing Stripesw99wJan 14, 2005w30000000.0w49772522.0w89955540
Sicariow100wSep 18, 2015w30000000.0w46889293.0w84393749
Black Rainw1wSep 22, 1989w30000000.0w45892212.0w45892212
Full Metal Jacketw2wJun 26, 1987w30000000.0w45015999.0w45015999
Den of Thievesw3wJan 19, 2018w30000000.0w44947622.0w80131391
The Three Stoogesw4wApr 13, 2012w30000000.0w44338224.0w54052249
Pokemon 2000w5wJul 21, 2000w30000000.0w43746923.0w133946923
John Wickw6wOct 24, 2014w30000000.0w43037835.0w76235001
Glory Roadw7wJan 13, 2006w30000000.0w42647449.0w42799060
The Age of Adalinew8wApr 24, 2015w30000000.0w42629776.0w68984536
Step Up 3Dw9wAug 6, 2010w30000000.0w42400223.0w165889117
Drag Me To Hellw10wMay 29, 2009w30000000.0w42100625.0w91388487
The Cabin in the Woodsw11wApr 13, 2012w30000000.0w42073277.0w70689968
Secondhand Lionsw12wSep 19, 2003w30000000.0w42070939.0w47902566
Stranger Than Fictionw13wNov 10, 2006w30000000.0w40435190.0w53572822
Hannaw14wApr 8, 2011w30000000.0w40259119.0w65343694
Blue Crushw15wAug 16, 2002w30000000.0w40118420.0w51618420
30 Days of Nightw16wOct 19, 2007w30000000.0w39568996.0w80276156
Little Shop of Horrorsw17wDec 19, 1986w30000000.0w38747385.0w38747385
Gridiron Gangw18wSep 15, 2006w30000000.0w38432823.0w41457834
Midnight Runw19wJul 20, 1988w30000000.0w38413606.0w81613606
Meet the Spartansw20wJan 25, 2008w30000000.0w38233676.0w84646831
The Running Manw21wNov 13, 1987w30000000.0w38122000.0w38122000
The Familyw22wSep 13, 2013w30000000.0w36918811.0w51078541
The 15:17 to Parisw23wFeb 9, 2018w30000000.0w36276286.0w56096200
Mortal Kombat: Annihilationw24wNov 21, 1997w30000000.0w35927406.0w51327406
"Larry Crowne"w25wJul 1, 2011w30000000.0w35608245.0w61449135
Carriew26wOct 18, 2013w30000000.0w35266619.0w82409520
Take the Leadw27wApr 7, 2006w30000000.0w34742066.0w65390493
Death Wishw28wMar 2, 2018w30000000.0w34017028.0w48575965
Love and Other Drugsw29wNov 24, 2010w30000000.0w32367005.0w102716321
Entouragew30wJun 3, 2015w30000000.0w32363404.0w46438538
What's the Worst That Could Happen?w31wJun 1, 2001w30000000.0w32267774.0w38462071
Side Effectsw32wFeb 8, 2013w30000000.0w32172757.0w66742138
9w33wSep 9, 2009w30000000.0w31749894.0w48559999
Deliver Us from Evilw34wJul 2, 2014w30000000.0w30577122.0w87956618
Get on Upw35wAug 1, 2014w30000000.0w30569935.0w33339868
Mollyâs Gamew36wDec 25, 2017w30000000.0w28780744.0w53296424
The Five-Year Engagementw37wApr 27, 2012w30000000.0w28700285.0w61623819
The Prince & Mew38wApr 2, 2004w30000000.0w28165882.0w29356757
Winnie the Poohw39wJul 15, 2011w30000000.0w26692846.0w50145607
"Bulworth"w40wMay 15, 1998w30000000.0w26528684.0w29203383
Dumb and Dumberer: When Harry Met Lloydw41wJun 13, 2003w30000000.0w26214846.0w26214846
White Boy Rickw42wSep 14, 2018w30000000.0w24004833.0w25947983
Virtuosityw43wAug 4, 1995w30000000.0w23998226.0w23998226
One True Thingw44wSep 18, 1998w30000000.0w23337196.0w26708196
Sanctumw45wFeb 4, 2011w30000000.0w23209310.0w108957098
My Super Ex-Girlfriendw46wJul 21, 2006w30000000.0w22530295.0w60772856
Ballerinaw47wAug 25, 2017w30000000.0w21858070.0w96892829
Mr. 3000w48wSep 17, 2004w30000000.0w21800302.0w21827296
The Next Three Daysw49wNov 19, 2010w30000000.0w21148651.0w67255916
Proud Maryw50wJan 12, 2018w30000000.0w20868638.0w21709539
Little Black Bookw51wAug 6, 2004w30000000.0w20422207.0w21758371
Assault On Precinct 13w52wJan 19, 2005w30000000.0w20040895.0w36040895
Runner Runnerw53wOct 4, 2013w30000000.0w19316646.0w60512680
The Replacement Killersw54wFeb 6, 1998w30000000.0w19035741.0w19035741
Baahubali 2: The Conclusionw55wApr 28, 2017w30000000.0w18985794.0w263502914
Ultravioletw56wMar 3, 2006w30000000.0w18522064.0w30962112
North Countryw57wOct 21, 2005w30000000.0w18324242.0w23676771
Fright Nightw58wAug 19, 2011w30000000.0w18298649.0w40520649
mother!w59wSep 15, 2017w30000000.0w17800004.0w42531076
Steve Jobsw60wOct 9, 2015w30000000.0w17766658.0w35579007
Eight Legged Freaksw61wJul 17, 2002w30000000.0w17266505.0w36722311
Fledw62wJul 19, 1996w30000000.0w17192205.0w19892205
Splicew63wJun 4, 2010w30000000.0w17010170.0w28542494
88 Minutesw64wApr 18, 2008w30000000.0w16930884.0w32955399
The Whole Ten Yardsw65wApr 9, 2004w30000000.0w16323969.0w26323969
"Howard the Duck"w66wAug 1, 1986w30000000.0w16295774.0w16295774
Pride and Gloryw67wOct 24, 2008w30000000.0w15740721.0w43440721
The Cavew68wAug 26, 2005w30000000.0w15007991.0w27147991
Godsendw69wApr 30, 2004w30000000.0w14334645.0w16910708
Alex & Emmaw70wJun 20, 2003w30000000.0w14208384.0w15358583
Wicker Parkw71wSep 3, 2004w30000000.0w13001257.0w21577076
"The New World"w72wDec 25, 2005w30000000.0w12712093.0w26184400
Eveningw73wJun 29, 2007w30000000.0w12406646.0w12885574
The Last Standw74wJan 18, 2013w30000000.0w12050299.0w48330757
In Dreamsw75wJan 15, 1999w30000000.0w12017369.0w12017369
Wing Commanderw76wMar 12, 1999w30000000.0w11578022.0w11578022
Antitrustw77wJan 12, 2001w30000000.0w10965209.0w17865209
"Dead Man Down"w78wMar 8, 2013w30000000.0w10895295.0w19599974
"Hoodwinked Too: Hood vs. Evil"w79wApr 29, 2011w30000000.0w10143779.0w23353111
Dragonball Evolutionw80wApr 10, 2009w30000000.0w9362785.0w58228460
First Daughterw81wSep 24, 2004w30000000.0w9055010.0w10419084
The Lost City of Zw82wApr 14, 2017w30000000.0w8574339.0w17121823
An Unfinished Lifew83wSep 9, 2005w30000000.0w8535575.0w18535575
"The Space Between Us"w84wFeb 3, 2017w30000000.0w7885294.0w16481405
The Imaginarium of Doctor Parnassusw85wDec 25, 2009w30000000.0w7689607.0w64352607
Barney's Versionw86wJan 14, 2011w30000000.0w7502560.0w8845575
Trappedw87wSep 20, 2002w30000000.0w6916869.0w6916869
Kinw88wAug 31, 2018w30000000.0w5718096.0w10096821
Once Upon a Time in Americaw89wJun 1, 1984w30000000.0w5321508.0w5575648
Strongerw90wSep 22, 2017w30000000.0w4211129.0w8786752
Gloriaw91wJan 22, 1999w30000000.0w4167493.0w4967493
"The Assassination of Jesse James by the Coward Robert Ford"w92wSep 21, 2007w30000000.0w3909149.0w15313631
The Merchant of Venicew93wDec 29, 2004w30000000.0w3765585.0w18765585
The Good Thiefw94wApr 2, 2003w30000000.0w3517797.0w6460758
Supercrossw95wAug 17, 2005w30000000.0w3102550.0w3252550
Miss Potterw96wDec 29, 2006w30000000.0w3005605.0w35891257
